157,2,0.2680,584,281,605,300
158,2,0.5855,801,407,855,452
158,2,0.3512,800,407,829,450
158,2,0.2530,801,407,818,448
159,2,0.6075,796,401,853,448
159,2,0.3224,796,404,818,445
159,2,0.3054,797,402,875,449
160,2,0.4437,792,398,846,442
160,2,0.3286,578,285,601,302
161,2,0.5634,791,394,840,436
161,2,0.2797,577,284,601,302
162,2,0.4461,785,389,835,426
162,2,0.3052,577,285,600,303
163,2,0.4379,784,386,833,425
163,2,0.3957,576,285,599,303
164,2,0.5287,779,381,823,419
164,2,0.3475,573,286,600,305
164,2,0.2866,776,381,844,419
165,2,0.6029,776,379,819,415
165,2,0.3718,573,286,600,305
165,2,0.3360,774,379,846,417
166,2,0.5542,773,374,815,408
166,2,0.3989,573,288,601,306
166,2,0.3033,770,373,842,414
167,2,0.6639,770,371,813,405
167,2,0.2763,572,288,600,306
168,2,0.5988,770,368,808,401
168,2,0.4807,571,288,595,306
169,2,0.5553,767,367,805,397
169,2,0.3601,571,287,594,306
170,2,0.4642,765,361,801,392
170,2,0.2622,570,287,593,307
171,2,0.5779,762,359,801,391
171,2,0.4458,570,288,592,308
172,2,0.6270,757,351,798,387
172,2,0.2940,569,288,589,308
173,2,0.5601,754,349,801,386
173,2,0.3900,567,289,588,309
174,2,0.7577,754,346,794,382
174,2,0.3465,563,289,588,311
175,2,0.7485,753,347,791,381
175,2,0.3268,559,288,587,313
176,2,0.6684,752,344,787,375
176,2,0.3087,559,289,586,314
176,2,0.2783,751,343,800,378
177,2,0.5692,751,344,787,372
177,2,0.2687,558,288,586,315
178,2,0.6160,750,343,783,370
179,2,0.5842,749,343,781,369
179,2,0.2608,557,293,583,316
180,2,0.6874,744,340,781,366
180,2,0.3372,555,293,581,316
181,2,0.5570,742,339,778,364
181,2,0.3069,554,293,583,317
182,2,0.5190,742,336,777,361
182,2,0.4655,554,293,577,317
183,2,0.4512,742,335,773,359
183,2,0.2774,552,294,576,318
184,2,0.4152,740,332,772,358
185,2,0.5464,739,330,770,357
186,2,0.5392,738,327,768,353
187,2,0.5437,738,327,766,351
188,2,0.5550,736,324,762,346
189,2,0.5376,736,322,762,344
190,2,0.5369,734,320,760,343
191,2,0.5358,733,319,759,342
192,2,0.4107,731,318,758,341
193,2,0.4078,730,318,758,340
194,2,0.3781,531,307,567,334
194,2,0.3588,729,314,759,338
195,2,0.4870,729,313,759,337
195,2,0.4411,529,309,563,335
196,2,0.5994,728,312,758,334
197,2,0.6212,728,310,756,333
198,2,0.4236,728,308,752,330
199,2,0.4604,727,308,750,329
202,2,0.2896,513,317,546,345
203,2,0.3923,511,317,545,346
204,2,0.3923,576,318,606,346
204,2,0.2872,508,318,542,349
205,2,0.4691,576,319,605,347
205,2,0.3428,506,318,542,350
206,2,0.5814,573,321,603,350
206,2,0.4594,503,321,540,352
207,2,0.5548,571,322,602,351
207,2,0.3340,501,322,539,354
208,2,0.4562,497,325,534,356
208,2,0.3493,568,322,603,353
209,2,0.3790,567,326,601,353
209,2,0.2623,496,325,530,357
210,2,0.3561,568,326,599,358
211,2,0.3759,567,330,596,358
211,2,0.2906,489,329,525,363
212,2,0.5461,562,335,595,364
212,2,0.3097,482,335,522,364
213,2,0.6365,559,336,596,367
213,2,0.5479,480,333,524,369
214,2,0.4428,559,337,595,369
214,2,0.4013,476,334,515,370
